months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_hobbies,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported,policy_bind_year
142,36,IN,B,500,1140.55,0,FEMALE,Associate,cross-fit,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,20,4,NO,1,2,YES,4130,9700,75280,Nissan,1999,Y,2012
74,39,IN,B,1000,1054.52,0,FEMALE,Associate,cross-fit,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,12,3,NO,0,2,YES,5470,4790,51300,Nissan,1991,Y,2012
56,36,IL,B,2000,1763.56,3000000,MALE,Masters,skydiving,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,0,3,YES,1,3,YES,15010,0,49470,Nissan,2011,Y,2014
454,63,OH,C,500,1250.77,0,FEMALE,College,cross-fit,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,10,1,NO,1,4,NO,5530,15100,55000,Chevrolet,2009,Y,1998
334,55,IN,B,2000,1619.85,6000000,FEMALE,Associate,polo,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,4,2,YES,3,1,YES,12280,11500,52600,Chevrolet,1993,Y,1998
241,45,IN,C,1000,1025.51,0,MALE,High School,cross-fit,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,3,4,?,0,3,YES,7100,12400,31000,BMW,2001,Y,2007
24,20,IL,B,1000,1986.41,0,MALE,High School,polo,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,17,2,NO,0,1,YES,5830,8200,32100,Saab,2003,Y,1995
271,60,IL,A,500,1314.27,0,MALE,High School,paintball,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,11,4,NO,1,0,YES,15510,5250,39530,Suburu,2004,Y,1994
154,32,IL,B,500,1570.13,0,FEMALE,Masters,skydiving,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,9,3,?,0,2,YES,3900,3270,51820,Nissan,2000,Y,1998
605,56,OH,B,1000,1422.06,0,FEMALE,MD,chess,Multi-vehicle Collision,Side Collision,Major Damage,Other,PA,7,2,?,1,1,NO,3660,7370,39460,Saab,2015,Y,2009
201,19,OH,C,1000,819.76,5000000,MALE,JD,cross-fit,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,16,1,YES,2,4,NO,6100,14450,54890,Mercedes,2004,Y,1996
129,36,OH,C,500,1115.78,0,MALE,Masters,kayaking,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,20,1,YES,3,1,YES,2600,8500,25080,Accura,2007,Y,1992
360,40,IN,A,500,1029.66,3000000,FEMALE,MD,chess,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,8,4,YES,2,2,NO,13700,8670,75900,Dodge,1994,Y,1993
241,44,IL,C,2000,1563.3,4000000,FEMALE,College,chess,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,14,5,NO,2,1,YES,7530,9770,49980,Suburu,2000,Y,2003
373,52,OH,A,2000,1368.41,0,MALE,MD,polo,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,21,1,YES,2,0,YES,12800,0,42410,Ford,1999,Y,2004
67,36,OH,A,1000,1584.13,8000000,FEMALE,Associate,base-jumping,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,6,1,YES,0,2,NO,5830,12300,36180,Nissan,2015,Y,1994
162,48,IL,B,1000,1419.94,0,FEMALE,High School,movies,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,1,1,?,1,3,NO,7800,0,58900,BMW,2000,Y,1991
211,39,OH,A,2000,1432.53,0,FEMALE,MD,dancing,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,7,1,YES,1,2,NO,1250,16550,28800,Mercedes,1999,Y,2010
194,44,IN,C,500,1374.97,7000000,MALE,PhD,hiking,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,8,3,YES,1,2,YES,12500,2900,45750,Toyota,2014,Y,1995
19,31,IN,C,500,755.78,0,FEMALE,College,paintball,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,2,2,?,0,2,YES,6700,9840,32460,Volkswagen,2012,Y,2003
425,53,IL,A,2000,799.49,1000000,MALE,High School,paintball,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,19,3,NO,1,0,YES,14000,9690,54890,Suburu,1997,Y,1994
180,40,OH,A,2000,1413.33,0,FEMALE,MD,cross-fit,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,15,1,NO,0,2,NO,10320,7900,43850,Honda,1990,Y,1998
410,39,OH,C,2000,1231.52,3000000,MALE,College,kayaking,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,19,3,NO,2,2,NO,500,3400,56830,Audi,2001,Y,1990
541,59,IN,B,1000,1046.25,6000000,FEMALE,Masters,cross-fit,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,12,1,NO,1,1,YES,6500,6170,42600,Accura,2002,Y,2010
280,17,IL,B,1000,1544.27,0,FEMALE,Masters,skydiving,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,7,2,?,1,2,YES,7580,11100,63400,Nissan,1998,Y,1998
219,30,IL,A,1000,747.14,8000000,FEMALE,MD,bungie-jumping,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,2,1,?,1,3,NO,20390,18420,30420,Accura,1996,Y,1999
406,58,OH,B,2000,1382.12,0,MALE,JD,board-games,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,13,1,NO,0,3,YES,6460,18100,41100,Mercedes,2005,Y,2003
259,41,OH,A,500,1091.01,1000000,FEMALE,JD,cross-fit,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,12,4,?,3,4,YES,13770,12560,37330,Toyota,1997,Y,1999
442,59,IN,A,2000,1292.71,0,FEMALE,MD,movies,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,7,3,YES,1,1,NO,7080,10000,44100,Accura,2003,Y,1992
361,28,OH,A,500,1535.62,4000000,MALE,JD,chess,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,8,1,NO,0,1,NO,3000,6200,49400,Chevrolet,2003,Y,2014
41,37,IN,B,500,1144.25,0,MALE,JD,video-games,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,5,1,?,0,4,NO,13040,12900,55900,Nissan,2012,Y,1997
107,32,IL,B,500,1433.01,2000000,FEMALE,College,chess,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,8,4,?,1,3,NO,10530,5160,22830,Dodge,2002,Y,1994
257,40,IN,B,1000,579.57,0,FEMALE,JD,hiking,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,9,2,NO,2,2,YES,17610,8700,70180,BMW,2009,Y,1990
27,25,OH,A,2000,898.58,2000000,MALE,Masters,polo,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,16,3,NO,1,3,YES,19530,11630,52480,Ford,2012,Y,2013
467,52,OH,C,1000,922.48,0,FEMALE,Associate,basketball,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,5,3,?,0,2,YES,2700,19000,64000,Saab,1997,Y,1990
24,34,OH,C,500,1435.13,0,FEMALE,PhD,chess,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,7,3,?,0,0,NO,8300,7150,19850,Audi,1995,Y,1992
416,62,OH,A,2000,1538.81,0,FEMALE,JD,skydiving,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,9,1,?,2,2,NO,7280,15330,47000,Nissan,2010,Y,1997
335,49,IL,B,2000,1075.53,0,MALE,JD,chess,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,15,1,YES,1,1,YES,12320,7080,53690,BMW,1994,Y,2004
152,32,OH,A,2000,1478.05,0,FEMALE,MD,dancing,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,7,1,YES,1,2,NO,6920,7900,53280,Mercedes,1990,Y,2010
289,34,IL,C,2000,866.3,1000000,FEMALE,Associate,paintball,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,12,2,?,1,0,NO,8800,0,40200,Audi,2010,Y,2003
102,20,IN,C,2000,585.29,0,FEMALE,College,paintball,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,0,5,?,1,4,YES,10750,15890,30740,Volkswagen,2010,Y,2003
445,50,IL,A,1000,1148.62,0,FEMALE,Masters,paintball,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,13,2,?,2,3,YES,23080,11000,38610,BMW,2001,Y,2008
334,44,OH,B,1000,1308.48,0,MALE,MD,sleeping,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,11,1,YES,0,2,YES,8540,13300,64420,Saab,2009,Y,2014
27,29,IN,B,500,1440.36,7000000,MALE,College,hiking,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,14,3,YES,3,3,YES,11520,11500,40500,Chevrolet,1995,Y,2006
538,57,OH,B,500,1167.66,0,MALE,PhD,movies,Single Vehicle Collision,Side Collision,Major Damage,Fire,OH,10,1,?,2,4,NO,4240,1900,44400,Nissan,2005,Y,1992
176,26,IL,B,500,1415.67,3000000,FEMALE,College,hiking,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,6,2,YES,2,1,YES,2970,6800,35450,Honda,1997,Y,2011
334,44,OH,A,2000,1092.04,0,MALE,College,basketball,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,13,1,YES,0,3,YES,11430,13020,25700,BMW,2006,Y,2001
29,24,IN,B,1000,1252.96,7000000,FEMALE,High School,paintball,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,13,1,YES,0,1,NO,14800,13900,65270,Audi,2014,Y,2011
82,24,OH,B,1000,1084.94,0,FEMALE,College,dancing,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,17,1,NO,1,2,YES,9200,6500,47260,Accura,1999,Y,1999
78,23,OH,A,1000,1165.14,0,FEMALE,JD,cross-fit,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,11,5,?,2,3,YES,16050,15200,49200,Toyota,2003,Y,1999
200,36,IN,C,1000,1939.69,1000000,FEMALE,Associate,hiking,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,7,2,YES,0,4,NO,4880,10400,38450,Dodge,2005,Y,2006
191,22,IL,B,1000,608.38,2000000,MALE,College,skydiving,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,13,1,?,2,1,YES,1480,14700,67300,Suburu,2006,Y,1998
55,30,IN,A,1000,1310.99,2000000,FEMALE,Associate,board-games,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,16,1,?,2,4,NO,14100,9080,35890,Jeep,2010,Y,2014
534,56,IN,A,1000,1286.91,4000000,FEMALE,MD,movies,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,13,4,YES,0,1,NO,6900,9000,68400,Accura,2001,Y,1992
199,21,IN,A,500,1259.62,0,FEMALE,JD,yachting,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,20,1,YES,1,1,NO,7850,7500,38580,Toyota,2007,Y,2000
127,36,IN,C,1000,1379.42,7000000,MALE,High School,reading,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,4,6,NO,2,2,NO,4500,9300,33400,Accura,2013,Y,1990
27,49,IN,B,500,1261.0,0,FEMALE,Associate,cross-fit,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,19,3,NO,2,2,YES,4400,9080,42020,Nissan,2002,Y,2012
242,34,IN,C,2000,1434.34,0,MALE,Masters,base-jumping,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,1,2,?,1,2,YES,7200,9200,56440,Suburu,1999,Y,1994
173,18,IL,B,2000,1419.5,1000000,FEMALE,High School,polo,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,15,3,?,1,0,NO,9300,3930,31880,BMW,2009,Y,2003
194,38,OH,A,1000,1050.01,0,MALE,PhD,bungie-jumping,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,0,2,?,1,2,YES,8110,14440,62000,Audi,2004,Y,1995
305,29,IL,B,500,1362.31,0,FEMALE,College,chess,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,6,3,?,0,2,NO,14300,6800,23300,Dodge,2008,Y,1994
433,52,IN,B,2000,573.73,0,FEMALE,JD,hiking,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,9,1,NO,3,2,YES,18890,8450,46020,BMW,2014,Y,1990
290,40,OH,B,1000,1782.54,5000000,MALE,PhD,chess,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,15,1,NO,0,0,NO,5900,8920,39660,Ford,1998,Y,2007
210,38,OH,A,500,1227.59,0,FEMALE,Associate,chess,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,18,4,YES,0,0,YES,2100,10040,43380,Ford,2001,Y,1991
153,34,IN,A,500,1278.56,0,FEMALE,MD,chess,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,11,3,YES,3,2,NO,12390,6900,72600,Dodge,1999,Y,1993
403,69,OH,B,2000,1256.98,2000000,MALE,MD,skydiving,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,12,1,?,1,3,YES,4300,5700,37350,BMW,2004,Y,1991
179,38,OH,B,500,571.89,2000000,FEMALE,JD,skydiving,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,4,1,?,1,0,YES,21000,13700,75950,Suburu,2013,Y,1995
110,31,OH,C,500,1618.9,2000000,MALE,PhD,camping,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,22,1,?,2,1,NO,2900,20400,44900,Honda,2001,Y,2013
232,33,IL,A,2000,1970.55,0,MALE,Masters,movies,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,4,1,?,1,1,YES,4760,6240,69500,Volkswagen,2010,Y,2012
112,19,IN,C,1000,1241.93,0,MALE,JD,polo,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,13,2,YES,1,1,YES,22080,4240,54010,Suburu,2010,Y,1993
354,64,OH,B,1000,1169.19,4000000,FEMALE,MD,chess,Multi-vehicle Collision,Side Collision,Major Damage,Other,PA,14,3,?,1,2,NO,9510,8900,43600,Saab,2012,Y,2009
265,37,IN,C,500,1368.15,7000000,MALE,High School,reading,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,8,3,NO,3,2,NO,4210,8700,45200,Accura,2010,Y,1990
234,37,IL,A,2000,1475.37,0,FEMALE,College,skydiving,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,17,1,YES,3,0,NO,4960,10500,62800,Chevrolet,2001,Y,2012
519,59,IN,A,2000,783.71,3000000,FEMALE,MD,movies,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,8,5,YES,0,0,NO,9570,12700,45420,Accura,1999,Y,1992
3,30,OH,A,2000,962.07,5000000,FEMALE,JD,skydiving,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,16,1,YES,2,0,NO,11770,6600,55500,Ford,2008,Y,2011
71,33,OH,A,2000,1424.93,10000000,FEMALE,Associate,base-jumping,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,4,2,YES,0,2,NO,7000,9500,47130,Nissan,2012,Y,1994
320,32,IN,B,500,1212.44,0,FEMALE,Masters,chess,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,17,1,YES,1,0,YES,15540,0,51800,Volkswagen,2012,Y,2012
107,22,IN,C,1000,353.76,0,FEMALE,College,paintball,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,6,3,?,0,1,YES,17750,11200,48150,Volkswagen,2014,Y,2003
227,39,IL,B,1000,1474.52,2000000,FEMALE,High School,movies,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,2,1,?,0,2,NO,11800,7410,31050,BMW,2007,Y,1991
181,33,IN,B,1000,874.01,0,FEMALE,Masters,video-games,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,15,1,?,0,3,YES,10340,18920,64270,BMW,2006,Y,1997
284,41,IN,B,500,1206.32,0,MALE,MD,base-jumping,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,0,4,?,0,4,YES,7700,9980,34080,Audi,2010,Y,2012
218,36,IL,C,1000,1450.13,5000000,MALE,Masters,polo,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,5,4,?,2,1,NO,17550,4950,41600,BMW,1998,Y,2004
191,36,IN,C,1000,1357.21,0,MALE,High School,cross-fit,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,4,2,?,0,3,YES,7270,6100,45600,BMW,2013,Y,2007
51,22,IL,C,2000,741.54,0,MALE,MD,cross-fit,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,4,3,NO,1,4,NO,9400,5840,65110,Audi,1996,Y,1997
165,36,OH,A,2000,1023.69,2000000,FEMALE,MD,cross-fit,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,14,3,NO,0,2,NO,12800,5300,63810,Honda,1992,Y,1998
289,41,OH,A,1000,1405.03,0,MALE,MD,cross-fit,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,15,1,?,0,1,YES,5370,4710,31080,Saab,1996,Y,2004
139,23,IL,A,2000,1503.67,0,MALE,Masters,movies,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,5,1,?,1,2,YES,9700,4590,54900,Volkswagen,2009,Y,2012
426,54,OH,B,2000,1185.4,0,MALE,MD,skydiving,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,19,1,?,1,3,YES,4560,3400,5080,BMW,1999,Y,1991
213,52,IL,C,1000,1421.31,2000000,FEMALE,Masters,exercise,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,14,5,YES,1,3,NO,5750,8000,19910,Chevrolet,2015,Y,1994
15,18,OH,B,1000,1269.07,0,MALE,Masters,chess,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,7,3,YES,3,3,NO,5400,15400,51400,Jeep,2005,Y,1997
423,39,OH,A,2000,1468.73,2000000,MALE,College,basketball,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,20,1,YES,0,2,YES,13490,6060,47400,BMW,2004,Y,2001
351,58,IN,A,2000,1237.97,0,FEMALE,MD,movies,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,8,4,YES,1,0,NO,14850,9400,38300,Accura,2001,Y,1992
463,54,IN,C,1000,1600.26,0,FEMALE,Associate,golf,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,2,1,YES,0,3,YES,11700,16100,33900,Dodge,2011,Y,2005
350,34,IL,B,2000,1055.62,2000000,MALE,JD,chess,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,18,1,YES,0,1,YES,3400,5710,34400,BMW,1997,Y,2004
194,38,IL,B,2000,1234.03,0,MALE,High School,hiking,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,14,4,?,1,0,NO,15500,18090,44200,Jeep,1994,Y,2012
345,54,OH,B,2000,1037.13,0,MALE,JD,board-games,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,19,1,NO,0,0,YES,9000,11520,40940,Mercedes,2012,Y,2003
229,40,IL,A,500,1460.71,6000000,MALE,PhD,basketball,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,3,3,?,2,2,NO,10260,900,42250,Jeep,2014,Y,2010
10,26,OH,A,2000,1624.41,1000000,FEMALE,MD,dancing,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,10,1,YES,2,4,NO,0,10090,42800,Mercedes,1992,Y,2010
160,32,IL,B,500,1093.87,3000000,FEMALE,High School,movies,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,13,1,?,0,3,NO,4700,0,36750,BMW,1999,Y,1991
15,8,IL,B,1000,1539.87,2000000,MALE,Masters,skydiving,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,5,3,YES,2,1,YES,8900,9900,54000,Nissan,2000,Y,2014
283,53,OH,A,500,885.8,0,FEMALE,Masters,base-jumping,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,18,1,YES,2,1,NO,1350,6200,48040,Audi,2003,Y,2002
39,24,IN,A,2000,1274.74,2000000,MALE,JD,polo,Multi-vehicle Collision,Front Collision,Major Damage,Other,PA,4,4,?,0,1,YES,8500,7250,48650,Audi,2014,Y,1995
332,62,OH,B,500,940.26,3000000,MALE,PhD,movies,Single Vehicle Collision,Side Collision,Major Damage,Fire,OH,13,1,?,2,3,NO,5610,11710,46970,Nissan,2000,Y,1992
162,42,IN,C,1000,1409.49,0,MALE,High School,cross-fit,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,5,3,?,0,5,YES,3790,19400,44800,BMW,2008,Y,2007
56,14,IL,C,2000,776.17,1000000,MALE,MD,cross-fit,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,6,4,NO,2,4,NO,14100,7400,65500,Audi,1994,Y,1997
185,47,IL,C,1000,1331.37,0,FEMALE,Masters,exercise,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,12,2,YES,1,3,NO,2000,9390,31400,Chevrolet,2014,Y,1994
45,22,OH,B,1000,1298.71,4000000,MALE,Masters,chess,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,12,4,YES,3,3,NO,3860,13900,70330,Jeep,2003,Y,1997
339,41,IL,C,2000,1475.88,0,FEMALE,Masters,exercise,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,15,3,YES,0,3,NO,10800,3470,19670,Chevrolet,2011,Y,1994
54,20,OH,C,1000,1188.54,0,FEMALE,Masters,sleeping,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,5,1,YES,1,1,NO,6700,26600,65070,Dodge,2002,Y,2002
193,18,IN,A,1000,1296.94,5000000,FEMALE,Associate,board-games,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,9,2,?,1,3,NO,17560,13590,51670,Jeep,2008,Y,2014
224,22,OH,A,2000,676.67,0,MALE,College,reading,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,13,3,?,2,2,NO,9770,3000,31100,Mercedes,2010,Y,2009
184,42,OH,B,2000,1140.39,0,FEMALE,College,board-games,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,12,1,NO,1,2,YES,2500,11770,57700,Dodge,1996,Y,1998
207,41,OH,A,1000,1201.36,0,FEMALE,JD,base-jumping,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,17,1,?,1,1,YES,2500,5620,19580,Honda,2010,Y,1995
431,65,OH,C,1000,1270.89,3000000,FEMALE,College,cross-fit,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,13,1,NO,0,2,NO,9350,12100,67500,Chevrolet,2008,Y,1998
220,38,IN,B,2000,958.4,3000000,FEMALE,JD,hiking,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,5,2,NO,3,3,YES,20800,11100,71700,BMW,2014,Y,1990
100,31,IL,B,2000,1425.95,0,FEMALE,College,chess,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,1,4,?,0,2,NO,12200,0,32200,Dodge,2010,Y,1994
352,36,IN,C,1000,1513.8,4000000,MALE,PhD,hiking,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,0,3,YES,2,3,YES,9850,10210,71800,Toyota,2013,Y,1995
380,53,OH,C,2000,1178.14,6000000,MALE,College,kayaking,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,21,4,NO,2,1,NO,9900,1980,51420,Audi,1999,Y,1990
25,31,IN,B,500,1247.76,6000000,FEMALE,High School,paintball,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,11,2,YES,1,0,NO,14720,10000,50000,Audi,2013,Y,2011
236,31,IN,B,500,1521.66,1000000,MALE,JD,video-games,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,3,1,?,0,3,NO,16000,7300,45850,Nissan,2008,Y,1997
116,42,IL,C,500,1711.56,3000000,FEMALE,MD,video-games,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,21,1,NO,2,0,NO,7500,11700,43310,Ford,2010,Y,2009
307,61,IN,B,1000,1507.92,4000000,FEMALE,Masters,cross-fit,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,13,1,NO,3,0,YES,930,8500,31270,Accura,2003,Y,2010
151,39,IN,A,1000,1396.99,3000000,FEMALE,College,camping,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,6,1,?,1,1,YES,6400,8900,40020,Suburu,1997,Y,1997
297,42,IN,B,2000,825.74,1000000,FEMALE,JD,hiking,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,17,1,NO,2,3,YES,15500,7000,56170,BMW,2008,Y,1990
160,27,IL,B,500,1263.38,2000000,FEMALE,PhD,kayaking,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,0,2,?,1,3,YES,3800,10030,22700,Mercedes,1999,Y,2011
32,27,OH,B,2000,884.89,0,MALE,PhD,golf,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,9,3,?,1,2,YES,9110,7350,22700,Nissan,1994,Y,2008
121,42,IL,B,500,1613.77,0,MALE,Masters,bungie-jumping,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,12,2,YES,1,2,YES,0,15900,45300,Dodge,2007,Y,1992
513,61,IN,A,1000,950.58,6000000,MALE,MD,board-games,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,16,1,YES,0,3,YES,12450,20100,58400,Volkswagen,2001,Y,2005
101,51,IL,C,500,1689.03,6000000,MALE,Masters,polo,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,12,4,?,1,0,NO,10010,500,56900,BMW,1998,Y,2004
254,59,OH,B,500,1176.78,1000000,MALE,PhD,movies,Single Vehicle Collision,Side Collision,Major Damage,Fire,OH,21,1,?,2,3,NO,0,7180,60600,Nissan,2006,Y,1992
283,41,OH,B,1000,1241.12,1000000,FEMALE,PhD,bungie-jumping,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,21,4,NO,1,2,NO,4300,5770,34630,Saab,2005,Y,2006
232,26,IN,B,1000,1359.15,0,FEMALE,JD,movies,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,5,1,YES,0,1,YES,3850,2900,50200,Ford,2010,Y,2007
23,28,IL,A,1000,958.55,0,FEMALE,Masters,camping,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,5,1,?,1,2,YES,6200,9360,47330,Suburu,2004,Y,2003
342,38,OH,B,2000,1406.29,0,MALE,JD,board-games,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,24,1,NO,0,2,YES,2500,20550,53000,Mercedes,2003,Y,2003
229,12,IL,B,500,1052.55,0,MALE,College,sleeping,Multi-vehicle Collision,Rear Collision,Major Damage,Other,VA,7,1,YES,2,2,NO,13830,6500,36500,Honda,2001,Y,1991
222,28,OH,A,2000,982.25,2000000,MALE,College,reading,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,2,2,?,0,1,NO,8140,8020,40630,Mercedes,2010,Y,2009
118,43,IL,A,1000,2026.16,0,MALE,Masters,movies,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,8,1,?,3,1,YES,12900,7300,67300,Volkswagen,2015,Y,2012
458,51,OH,A,500,834.71,1000000,FEMALE,Masters,base-jumping,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,19,1,YES,1,1,NO,5500,0,53000,Audi,2009,Y,2002
331,57,OH,B,1000,1306.94,1000000,FEMALE,MD,chess,Multi-vehicle Collision,Side Collision,Major Damage,Other,PA,14,3,?,2,2,NO,5720,12500,50580,Saab,2008,Y,2009
